-32,-96,1976
-36,-108,1976
-64,-104,1952
-92,-100,1992
-108,-116,1988
-144,-104,1996
-156,-104,1996
-148,-80,1988
-104,-68,1984
-88,-52,1980
-60,-48,1964
-32,-36,1936
-4,-36,1952
-4,-36,1944
0,-48,1956
0,-52,1976
-20,-48,1984
-60,-76,1976
-80,-68,1968
-104,-100,1980
-132,-116,1992
-124,-132,2012
-140,-120,2032
-132,-96,2012
-124,-112,1992
-100,-104,1984
-72,-92,1984
-56,-84,1992
-48,-72,1992
-20,-44,2008
-4,-52,1972
-12,-64,1656
-68,-92,1652
-68,-84,1672
-88,-88,1664
-72,-88,1672
-68,-72,1692
-80,-64,1716
-60,-60,1732
-52,-56,1740
-60,-36,1756
-60,-28,1780
-52,-44,1804
-68,-32,1836
-72,-12,1852
-72,-48,1896
-64,-56,1932
-52,-88,1960
-52,-100,1972
-48,-100,2008
-60,-96,2004
-80,-112,2068
-80,-132,2112
-88,-128,2124
-112,-124,2168
-112,-124,2176
-96,-108,2168
-68,-88,2204
-76,-80,2216
-68,-72,2228
-64,-84,2248
-40,-76,2252
-60,-76,2264
-64,-64,2256
-76,-72,2252
-88,-72,2244
-92,-68,2248
-104,-84,2236
-96,-88,2228
-92,-96,2240
-88,-100,2212
-92,-112,2196
-80,-104,2188
-80,-124,2144
-80,-116,2132
-72,-104,2088
-56,-84,2056
-48,-72,2040
-64,-64,2008
-44,-68,1968
-64,-60,1952
-48,-56,1908
-60,-48,1892
-64,-44,1860
-92,-36,1836
-88,-56,1804
-76,-52,1780
-72,-52,1768
-56,-60,1752
-64,-68,1736
-48,-64,1708
-32,-72,1704
-28,-88,1712
-40,-88,1708
-40,-88,1708
-56,-92,1708
-68,-68,1688
-68,-60,1696
-92,-56,1712
-104,-48,1720
-92,-40,1720
-92,-36,1756
-96,-32,1776
-84,-20,1764
-52,-40,1808
-40,-28,1844
-20,-40,1860
-32,-52,1884
-36,-72,1900
-24,-84,1948
-40,-104,1988
-52,-96,2004
-64,-108,2036
-84,-108,2084
-104,-108,2128
-116,-120,2148
-108,-120,2168
-100,-92,2180
-96,-76,2188
-88,-64,2208
-60,-56,2200
-64,-60,2224
-76,-52,2220
-60,-60,2228
-56,-64,2252
-52,-68,2224
-52,-76,2240
-76,-100,2228
-88,-108,2228
-108,-140,2236
-112,-128,2212
-108,-144,2204
-132,-152,2184
-136,-152,2160
-108,-140,2180
-108,-116,2116
-104,-116,2120
-88,-88,2108
-56,-68,2052
-40,-52,2024
-28,-48,2012
-24,-20,1940
-16,-16,1900
-28,-16,1892
-40,-28,1880
-60,-36,1832
-80,-72,1812
-84,-52,1820
-104,-88,1784
-116,-100,1780
-112,-96,1764
-100,-128,1772
-92,-128,1744
-68,-128,1728
-56,-120,1716
-60,-104,1700
-28,-96,1688
-28,-60,1688
-12,-32,1696
-12,-20,1692
-20,-12,1684
-44,-20,1692
-56,-12,1708
-68,-16,1724
-84,-20,1748
-96,-64,1760
-100,-56,1788
-100,-56,1808
-100,-84,1864
-92,-124,1872
-72,-136,1908
-80,-148,1924
-60,-140,1972
-52,-136,1996
-48,-108,2008
-52,-100,2056
-40,-88,2064
-44,-72,2088
-76,-44,2108
-76,-56,2132
-80,-32,2144
-104,-40,2184
-112,-40,2216
-132,-40,2228
-112,-56,2240
-100,-64,2264
-104,-92,2248
-88,-108,2264
-88,-120,2280
-80,-144,2292
-64,-132,2304
-80,-136,2316
-60,-128,2268
-72,-144,2280
-76,-132,2260
-64,-112,2224
-80,-96,2200
-92,-52,2176
-80,-48,2144
-88,-40,2112
-84,-28,2084
-68,-28,2060
-76,-16,2032
-76,-40,2012
-72,-48,1984
-80,-52,1964
-56,-72,1940
-52,-92,1916
-44,-104,1896
-36,-112,1860
-52,-120,1848
-56,-124,1824
-60,-120,1780
-52,-116,1772
-76,-96,1764
-72,-60,1740
-68,-44,1732
-76,-40,1704
-56,-32,1704
-76,-28,1672
-68,-16,1656
-80,-24,1644
-64,-28,1656
-36,-16,1640
-48,-48,1664
-44,-52,1684
-52,-68,1696
-60,-96,1744
-68,-100,1752
-68,-100,1776
-60,-104,1788
-80,-124,1812
-68,-108,1860
-80,-116,1888
-80,-104,1892
-72,-68,1944
-68,-88,1944
-72,-68,1980
-72,-64,1988
-56,-40,2032
-68,-28,2064
-72,-40,2088
-80,-48,2132
-80,-68,2156
-84,-72,2168
-84,-84,2196
-84,-96,2212
-96,-108,2228
-84,-116,2232
-96,-132,2284
-108,-132,2284
-92,-132,2272
-80,-136,2304
-104,-128,2276
-96,-104,2248
-100,-100,2240
-84,-68,2228
-68,-76,2212
-68,-40,2216
-72,-52,2160
-52,-40,2156
-64,-32,2120
-72,-76,2100
-60,-68,2072
-60,-80,2064
-80,-72,2032
-72,-88,2020
-80,-88,1996
-92,-88,1964
-76,-112,1916
-64,-104,1916
-64,-88,1868
-64,-96,1852
-48,-80,1828
-36,-64,1776
-44,-60,1780
-20,-48,1756
-52,-52,1740
-76,-60,1744
-60,-28,1704
-80,-32,1716
-84,-36,1704
-84,-40,1684
-88,-56,1688
-84,-52,1708
-68,-92,1680
-64,-92,1712
-56,-84,1732
-40,-84,1716
-56,-96,1744
-40,-76,1748
-32,-116,1800
-68,-80,1796
-48,-92,1824
-64,-68,1856
-68,-72,1884
-72,-80,1932
-80,-72,1928
-88,-60,1980
-80,-64,2000
-76,-72,2032
-80,-64,2036
-92,-72,2064
-84,-76,2108
-88,-92,2132
-72,-64,2144
-60,-88,2176
-52,-100,2200
-56,-104,2224
-60,-96,2228
-68,-96,2268
-76,-96,2276
-80,-80,2284
-84,-112,2272
-96,-108,2280
-100,-108,2280
-112,-108,2280
-120,-100,2260
-108,-100,2268
-92,-92,2224
-84,-92,2224
-80,-88,2192
-68,-68,2176
-44,-64,2140
-56,-68,2120
-56,-72,2072
-36,-60,2056
-60,-88,2028
-48,-72,2012
-60,-80,1976
-92,-64,1964
-88,-84,1912
-96,-88,1904
-104,-96,1884
-100,-72,1848
-100,-96,1828
-84,-68,1784
-76,-68,1764
-68,-60,1784
-52,-52,1724
-36,-60,1712
-36,-52,1672
-20,-36,1700
-28,-44,1660
-32,-24,1676
-52,-40,1660
-52,-36,1684
-64,-68,1684
-84,-60,1652
-80,-76,1692
-92,-64,1700
-108,-72,1728
-92,-92,1740
-100,-92,1756
-84,-76,1808
-80,-92,1800
-60,-92,1820
-28,-92,1848
-36,-88,1864
-40,-84,1908
-52,-72,1936
-36,-52,1948
-40,-48,1988
-64,-64,2000
-76,-56,2032
-96,-72,2072
-84,-80,2100
-96,-72,2140
-100,-100,2168
-104,-108,2204
-88,-116,2204
-92,-116,2240
-92,-120,2244
-68,-140,2264
-84,-124,2288
-56,-120,2272
-64,-112,2256
-68,-104,2276
-56,-92,2276
-60,-72,2264
-76,-64,2272
-88,-68,2252
-92,-60,2232
-84,-48,2224
-108,-52,2220
-116,-72,2192
-112,-88,2192
-112,-96,2148
-84,-88,2112
-92,-92,2092
-88,-120,2080
-52,-100,2040
-68,-112,2048
-36,-100,2008
-56,-104,1964
-48,-88,1896
-44,-84,1888
-56,-68,1856
-60,-64,1828
-56,-36,1796
-76,-36,1784
-76,-36,1768
-80,-32,1740
-72,-40,1716
-80,-32,1720
-92,-36,1712
-48,-52,1712
-60,-60,1696
-52,-72,1704
-32,-76,1696
-36,-84,1704
-24,-100,1700
-48,-100,1708
-56,-108,1740
-68,-92,1716
-68,-100,1740
-68,-88,1792
-88,-80,1788
-88,-68,1820
-76,-48,1816
-80,-56,1836
-84,-36,1864
-72,-28,1860
-60,-40,1892
-44,-56,1940
-44,-76,1984
-40,-76,2000
-52,-88,2024
-64,-100,2076
-60,-120,2104
-88,-112,2132
-100,-144,2144
-92,-140,2160
-92,-136,2192
-96,-116,2220
-116,-104,2224
-100,-116,2212
-100,-108,2236
-92,-72,2244
-80,-68,2240
-80,-48,2268
-68,-60,2248
-68,-64,2228
-44,-48,2208
-68,-56,2208
-60,-52,2204
-80,-96,2188
-88,-88,2168
-100,-88,2196
-108,-100,2132
-116,-140,2128
-96,-124,2108
-96,-116,2088
-80,-120,2052
