-16,-36,1608
-36,-48,1444
-84,-68,1428
-100,-96,1496
-116,-104,1724
-136,-116,2016
-104,-124,2276
-80,-104,2448
-40,-92,2560
8,-72,2400
16,-48,2188
20,-40,1908
4,-16,1652
-28,-28,1468
-60,-52,1400
-100,-76,1464
-144,-96,1668
-128,-104,1928
-124,-108,2216
-96,-124,2408
-56,-104,2536
-4,-72,2504
0,-64,2368
24,-52,2116
16,-28,1864
-12,-28,1580
-40,-40,1452
-88,-60,1436
-104,-60,1516
-124,-92,1736
-120,-116,2048
-112,-132,2280
-76,-112,2468
-44,-108,2520
-16,-68,2484
16,-52,2172
16,-36,1924
-12,-24,1664
-20,-52,1468
-84,-52,1408
-96,-72,1480
-124,-108,1708
-124,-120,1968
-108,-120,2224
-92,-128,2448
-36,-104,2552
-32,-96,2520
0,-60,2348
12,-48,2132
20,-28,1820
-12,-32,1600
-36,-36,1432
-96,-60,1420
-96,-68,1544
-128,-108,1776
-112,-120,2036
-108,-132,2316
-64,-108,2484
-44,-104,2560
-12,-84,2448
0,-56,2300
20,-44,2036
8,-28,1764
-36,-36,1468
-68,-60,1424
-108,-84,1504
-128,-100,1712
-128,-116,1984
-100,-128,2268
-80,-124,2448
-56,-120,2544
-20,-92,2500
8,-56,2320
8,-40,2044
4,-36,1808
-4,-24,1540
-40,-52,1400
-72,-64,1380
-116,-88,1528
-124,-120,1752
-132,-128,2032
-92,-136,2272
-80,-116,2452
-40,-108,2516
-8,-64,2424
20,-52,2244
16,-24,1980
-8,-28,1692
-16,-48,1484
-48,-48,1368
-104,-80,1488
-136,-96,1692
-120,-124,1984
-104,-120,2256
-92,-116,2444
-60,-88,2524
-12,-88,2484
20,-52,2320
8,-44,2044
8,-20,1784
-24,-24,1544
-56,-48,1404
-100,-64,1420
-104,-92,1552
-132,-124,1792
-120,-128,2076
-100,-92,2312
-72,-112,2492
-52,-88,2572
-4,-68,2424
8,-76,2272
-12,-48,1980
4,-36,1728
-32,-16,1488
-60,-56,1416
-96,-76,1452
-116,-92,1640
-116,-112,1872
-116,-120,2276
-76,-128,2468
-60,-112,2544
-12,-76,2472
0,-64,2304
20,-36,2048
4,-32,1776
-20,-32,1556
-36,-32,1420
-96,-52,1444
-112,-88,1580
-136,-108,1824
-120,-116,2100
-104,-124,2336
-84,-116,2520
-44,-104,2544
-12,-76,2456
40,-44,2248
0,-36,1972
-4,-16,1700
-32,-36,1496
-56,-60,1420
-92,-80,1480
-108,-80,1628
-112,-108,1852
-112,-124,2156
-108,-132,2404
-48,-108,2556
-12,-72,2476
4,-56,2292
-4,-32,2020
16,-28,1752
-16,-24,1528
-52,-40,1432
-80,-44,1444
-120,-88,1612
-112,-108,1840
-116,-124,2116
-96,-124,2372
-88,-112,2520
-44,-88,2532
-8,-68,2448
12,-44,2212
16,-24,1936
4,-28,1672
-24,-36,1492
-64,-40,1412
-88,-64,1488
-104,-108,1664
-128,-124,1916
-116,-124,2184
-100,-124,2456
-80,-132,2540
-24,-84,2512
-4,-60,2368
12,-28,1988
12,-24,1708
-24,-44,1496
-56,-40,1408
-88,-56,1424
-120,-96,1580
-124,-112,1836
-124,-140,2080
-96,-120,2328
-72,-108,2480
-32,-72,2500
-4,-80,2388
24,-32,2164
32,-44,1880
-4,-28,1640
-24,-48,1440
-80,-52,1384
-104,-84,1480
-124,-88,1652
-128,-116,1900
-100,-108,2200
-104,-128,2428
-68,-108,2528
-24,-68,2512
4,-48,2344
0,-40,2116
8,-32,1824
4,-28,1572
-60,-56,1416
-80,-76,1460
-104,-92,1616
-132,-112,1864
-136,-124,2144
-96,-116,2388
-68,-112,2524
-36,-88,2512
8,-76,2388
4,-40,2204
12,-32,1920
8,-32,1644
-36,-44,1452
-64,-56,1432
-100,-56,1496
-120,-104,1684
-116,-100,1940
-100,-136,2224
-84,-128,2444
-60,-120,2524
-16,-92,2508
-4,-68,2356
8,-52,2112
28,-36,1836
-20,-28,1616
-36,-36,1424
-80,-48,1428
-120,-96,1636
-128,-120,1884
-116,-112,2164
-84,-116,2392
-56,-120,2536
-28,-92,2504
-8,-64,2384
24,-48,2180
20,-36,1896
-16,-20,1632
-52,-40,1472
-80,-60,1416
-116,-72,1500
-132,-96,1700
-136,-108,1948
-116,-124,2244
-88,-116,2460
-72,-104,2560
-20,-84,2512
-4,-76,2348
12,-48,2100
12,-12,1792
-16,-28,1604
-48,-24,1444
-72,-48,1432
-136,-88,1572
-140,-120,1772
-124,-128,2196
-84,-116,2408
-52,-112,2544
-24,-84,2544
-4,-68,2392
8,-52,2160
16,-36,1880
0,-36,1624
-44,-36,1456
-60,-56,1424
-100,-84,1512
-124,-108,1716
-112,-100,1984
-116,-112,2272
-84,-108,2440
-44,-112,2536
-16,-76,2468
8,-72,2296
20,-56,2052
8,-12,1764
-20,-40,1548
-60,-40,1384
-92,-68,1404
-112,-92,1516
-140,-100,1772
-116,-116,2024
-92,-124,2272
-80,-120,2476
-28,-76,2456
-8,-56,2344
4,-36,2108
12,-40,1820
-12,-32,1572
-52,-24,1420
-88,-60,1388
-92,-92,1496
-120,-92,1708
-124,-124,1960
-104,-136,2240
-92,-120,2456
-32,-92,2512
-24,-80,2492
4,-64,2304
12,-44,2032
8,-16,1756
-4,-20,1532
-48,-28,1380
-80,-76,1416
-108,-68,1556
-128,-96,1808
-92,-132,2060
-96,-136,2332
-76,-120,2512
-20,-92,2524
4,-72,2440
4,-48,2252
8,-40,1844
-4,-20,1596
-40,-48,1424
-100,-48,1412
-100,-76,1508
-124,-100,1752
-144,-120,2032
-96,-120,2288
-84,-124,2468
-56,-112,2560
-16,-88,2476
4,-52,2308
24,-48,2048
-4,-36,1772
-24,-24,1544
-44,-28,1428
-88,-60,1412
-96,-88,1568
-140,-96,1832
-116,-108,2100
-100,-128,2340
-104,-120,2516
-40,-104,2548
-8,-76,2408
4,-56,2244
24,-32,1960
-4,-44,1720
-48,-36,1436
-76,-68,1428
-104,-80,1544
-128,-100,1760
-120,-112,2060
-108,-108,2312
-64,-124,2480
-44,-96,2556
-12,-72,2472
12,-52,2292
16,-36,2036
0,-24,1728
-16,-36,1516
-48,-52,1424
-84,-56,1464
-100,-88,1596
-128,-120,1860
-132,-112,2132
-100,-140,2356
-64,-112,2516
-24,-92,2544
4,-56,2420
4,-48,2220
12,-40,1952
-16,-28,1692
-20,-44,1476
-76,-40,1416
-100,-72,1480
-132,-120,1796
-140,-144,2072
-100,-108,2320
-80,-100,2472
-56,-88,2532
-16,-68,2440
12,-40,2240
0,-32,1992
4,-20,1696
-16,-44,1496
-52,-32,1384
-92,-48,1416
-112,-88,1580
-132,-120,1836
-124,-124,2100
-92,-120,2332
-56,-120,2484
-40,-84,2508
8,-64,2364
-4,-32,2148
8,-24,1904
4,-24,1632
-24,-52,1424
-72,-52,1396
-96,-76,1476
-124,-88,1648
-136,-136,1932
-100,-124,2320
-76,-124,2480
-56,-116,2536
-4,-64,2452
16,-48,2228
20,-44,1980
8,-20,1708
-32,-36,1504
-56,-52,1408
-96,-60,1456
-124,-88,1616
-120,-96,1880
-108,-120,2144
-92,-120,2404
-60,-112,2508
-28,-92,2560
4,-64,2404
8,-64,2188
4,-40,1920
-8,-20,1644
-32,-40,1464
-80,-48,1428
-92,-80,1504
-124,-84,1724
-120,-128,1952
-116,-128,2228
-80,-128,2436
-60,-116,2552
0,-68,2448
0,-60,2248
4,-20,1968
4,-32,1708
-24,-36,1484
-72,-48,1412
-100,-76,1476
-112,-96,1640
-140,-108,1916
-128,-108,2156
-96,-128,2400
-56,-108,2532
-44,-84,2536
8,-60,2408
20,-48,2176
12,-32,1880
-8,-24,1628
-40,-44,1464
-64,-52,1436
-104,-84,1512
-116,-92,1716
-136,-104,2012
-116,-112,2248
-76,-128,2468
-40,-88,2552
-24,-88,2520
0,-52,2336
20,-40,1948
12,-32,1700
-40,-52,1492
-68,-52,1432
-108,-88,1468
-124,-108,1672
-132,-112,1928
-120,-136,2192
-88,-108,2424
-56,-108,2536
-20,-88,2532
4,-64,2388
4,-44,2140
24,-32,1872
-4,-28,1636
-52,-40,1460
-80,-64,1436
-100,-96,1548
-120,-104,1716
-120,-124,1992
-128,-136,2248
-84,-116,2424
-44,-112,2536
-36,-76,2476
-12,-68,2308
40,-44,2048
-8,-32,1740
-20,-28,1528
-68,-52,1372
-92,-84,1460
-116,-84,1636
-136,-116,1892
-128,-124,2184
-84,-136,2380
-48,-112,2496
-20,-108,2492
4,-60,2328
12,-52,2096
16,-52,1816
-8,-28,1596
-36,-52,1420
-68,-52,1396
-96,-56,1508
-124,-104,1712
-128,-112,2008
-108,-124,2272
-96,-120,2476
-44,-100,2528
-8,-84,2476
-8,-80,2316
0,-40,2048
12,-40,1760
-24,-44,1548
-40,-52,1420
-88,-56,1428
-124,-92,1696
-136,-108,1928
-116,-112,2220
-96,-120,2432
-64,-96,2536
-20,-80,2520
16,-60,2332
20,-28,2096
16,-32,1832
0,-12,1596
-40,-36,1452
-76,-72,1424
-100,-72,1528
-124,-108,1752
-136,-124,2028
-120,-120,2296
-92,-128,2484
-52,-104,2560
-8,-80,2464
0,-68,2292
20,-36,2008
8,-28,1760
-16,-40,1544
-64,-40,1420
-92,-60,1448
-100,-88,1600
-128,-120,1828
-132,-132,2124
-96,-120,2444
-48,-112,2552
-16,-92,2504
12,-48,2352
20,-40,2080
20,-24,1828
-16,-36,1576
-36,-48,1440
-92,-64,1432
-108,-76,1540
-144,-116,1800
-124,-124,2044
-100,-132,2308
-76,-120,2496
-28,-96,2540
4,-76,2472
20,-52,2272
12,-40,2004
8,-36,1752
-28,-40,1524
-48,-60,1424
-92,-76,1448
-108,-92,1608
-116,-108,1860
-124,-128,2148
-100,-128,2388
-56,-124,2528
-24,-72,2504
8,-56,2332
20,-44,2064
8,-28,1784
-8,-44,1572
-60,-36,1432
-84,-64,1452
-112,-88,1572
-132,-92,1792
-136,-116,2052
-116,-120,2292
-72,-140,2480
-52,-100,2540
-12,-68,2432
12,-56,2240
4,-36,1952
0,-28,1704
-20,-36,1496
-48,-32,1372
-92,-64,1428
-136,-112,1572
-124,-104,1840
-124,-120,2120
-100,-132,2364
-76,-104,2492
-24,-100,2500
0,-68,2376
32,-48,2012
0,-24,1752
12,-8,1524
-56,-48,1416
-88,-64,1424
-108,-92,1560
-128,-112,1800
-128,-108,2068
-100,-132,2304
-84,-124,2476
-52,-92,2532
-8,-60,2444
8,-48,2232
8,-40,1972
-4,-20,1708
-12,-16,1472
-60,-60,1416
-88,-60,1444
-120,-100,1616
-124,-104,1888
-120,-132,2160
-108,-120,2392
-72,-100,2540
-32,-88,2512
4,-72,2392
-4,-48,2176
12,-44,1900
-8,-32,1632
-48,-24,1420
-92,-68,1424
-124,-88,1596
-124,-128,1832
-112,-128,2116
-116,-124,2348
-68,-112,2520
-24,-100,2540
-8,-64,2448
12,-44,2228
12,-40,1968
-8,-28,1672
-28,-52,1496
-68,-52,1424
-96,-56,1488
-108,-100,1644
-136,-100,1908
-108,-120,2176
-104,-112,2412
-80,-112,2540
-32,-88,2516
0,-72,2392
4,-32,2168
8,-32,1880
0,-40,1620
-40,-48,1492
-84,-52,1424
-100,-76,1524
-120,-104,1844
-124,-136,2140
-92,-108,2372
-64,-108,2528
-32,-92,2548
4,-88,2432
20,-40,2208
12,-24,1936
-4,-36,1684
-52,-28,1496
-52,-56,1408
-96,-80,1492
-116,-88,1660
-120,-108,1920
-116,-132,2208
-92,-108,2432
-44,-124,2528
-24,-92,2524
-16,-64,2372
16,-48,2132
16,-24,1864
-20,-36,1612
-28,-32,1468
-64,-68,1400
-88,-76,1524
-112,-88,1736
-124,-116,1992
-104,-140,2252
-68,-104,2520
-32,-84,2524
-8,-76,2392
16,-60,2188
16,-36,1892
4,-48,1616
-40,-36,1444
-68,-56,1384
-88,-68,1448
-120,-100,1632
-128,-112,1908
-128,-140,2184
-100,-124,2400
-52,-100,2500
-20,-80,2484
4,-60,2344
20,-48,2100
8,-36,1816
-4,-40,1560
-36,-52,1416
-80,-44,1384
-92,-80,1508
-116,-104,1740
-112,-112,2000
-108,-120,2272
-92,-112,2460
-52,-100,2544
-4,-60,2396
0,-44,2160
12,-40,1892
0,-20,1656
-40,-24,1444
-56,-52,1408
-112,-56,1480
-116,-108,1692
-120,-112,1972
-124,-128,2236
-96,-132,2444
-44,-108,2532
-20,-80,2492
-12,-48,2340
20,-56,2100
12,-32,1820
-8,-28,1584
-44,-36,1432
-84,-56,1428
-108,-96,1572
-140,-108,1772
-124,-120,2060
-96,-120,2316
-80,-116,2508
-40,-104,2536
-28,-64,2464
24,-48,2248
12,-48,2008
-4,-28,1644
-28,-48,1460
-68,-72,1444
-104,-88,1524
-132,-120,1720
-112,-120,1992
-116,-112,2252
-92,-120,2460
-56,-104,2532
-28,-80,2492
-4,-52,2340
8,-32,2068
16,-36,1800
-8,-36,1572
-40,-36,1444
-92,-72,1448
-116,-84,1556
-124,-108,1796
-132,-120,2080
-96,-112,2328
-88,-124,2508
-48,-112,2544
0,-76,2460
8,-52,2264
16,-20,1992
4,-16,1728
-16,-32,1548
-80,-76,1400
-104,-92,1544
-116,-104,1752
-120,-124,2016
-120,-144,2288
-84,-112,2476
-72,-92,2544
-24,-88,2496
0,-56,2312
12,-48,2076
0,-52,1796
-20,-32,1568
-64,-60,1432
-92,-52,1444
-108,-96,1576
-128,-124,1804
-116,-112,2052
-100,-120,2308
-60,-104,2480
-52,-116,2536
-12,-76,2440
4,-56,2220
16,-32,1952
-4,-36,1656
-44,-36,1472
-68,-40,1384
-96,-72,1416
-128,-96,1600
-120,-116,2000
-108,-124,2264
-76,-104,2432
-56,-88,2512
-24,-76,2452
8,-60,2272
20,-44,2012
-16,-28,1744
-24,-28,1524
-44,-44,1416
-96,-80,1420
-116,-84,1560
-128,-108,1812
-112,-124,2092
-104,-124,2348
-52,-104,2504
-36,-100,2524
-4,-84,2444
16,-52,2204
24,-28,1944
-8,-36,1692
-36,-32,1500
-60,-48,1408
-84,-64,1464
-124,-88,1640
-128,-104,1884
-120,-132,2172
-108,-132,2408
-44,-100,2548
-8,-68,2484
12,-56,2292
24,-36,2004
0,-28,1740
-28,-28,1516
-44,-36,1420
-84,-68,1444
-128,-68,1584
-132,-116,1840
-120,-128,2132
-112,-116,2380
-64,-104,2532
-40,-104,2544
-16,-72,2416
12,-52,2212
20,-48,1936
4,-40,1672
-32,-36,1488
-60,-44,1428
-100,-84,1492
-128,-92,1664
-136,-124,1944
-120,-124,2212
-88,-104,2404
-56,-128,2532
-28,-96,2528
28,-48,2280
24,-36,2000
-8,-24,1748
-28,-40,1532
-52,-60,1424
-92,-68,1464
-104,-96,1616
-116,-96,1864
-120,-120,2164
-96,-116,2388
-64,-124,2532
-40,-108,2544
-8,-72,2420
20,-52,2192
12,-20,1924
-16,-28,1664
-36,-28,1476
-68,-32,1412
-96,-80,1496
-124,-100,1696
-120,-108,1936
-132,-124,2220
-92,-116,2432
-68,-100,2540
-20,-72,2504
12,-52,2364
20,-44,2132
8,-28,1712
-28,-24,1512
-64,-52,1428
-100,-68,1452
-108,-100,1616
-108,-116,1864
-108,-136,2144
-104,-128,2372
-60,-108,2508
-32,-100,2496
8,-68,2380
8,-36,2140
16,-28,1864
0,-32,1612
-36,-48,1416
-76,-52,1364
-108,-56,1444
-140,-96,1652
-124,-116,1912
-120,-120,2204
-80,-120,2408
-56,-92,2508
-24,-92,2472
-12,-64,2340
20,-28,2080
0,-8,1788
-24,-36,1556
-52,-60,1412
-92,-72,1440
-112,-92,1604
-128,-100,1888
-120,-124,2168
-92,-120,2400
-56,-100,2528
-32,-100,2500
0,-68,2356
12,-60,2144
0,-32,1852
-12,-24,1612
-32,-40,1456
-76,-56,1416
-88,-72,1488
-116,-92,1688
-140,-112,1964
-116,-120,2248
-88,-120,2460
-60,-116,2536
-12,-92,2508
0,-80,2348
8,-56,2080
4,-24,1804
-16,-28,1572
-44,-60,1424
-80,-52,1404
-116,-76,1564
-140,-116,1784
-124,-124,2196
-96,-128,2420
-56,-112,2536
-32,-104,2528
4,-68,2356
16,-44,2144
12,-36,1864
-12,-28,1632
-32,-52,1456
-68,-48,1436
-104,-80,1536
-132,-96,1720
-120,-112,2004
-108,-116,2276
-88,-132,2456
-56,-104,2552
-16,-80,2484
8,-52,2304
20,-44,2076
-16,-32,1780
8,-36,1564
-52,-12,1416
-96,-52,1432
-108,-88,1576
-128,-112,1808
-140,-120,2080
-108,-132,2340
-80,-112,2504
-32,-76,2516
4,-68,2360
20,-48,2112
20,-40,1852
-8,-28,1608
-40,-32,1444
-80,-56,1424
-108,-88,1532
-120,-112,1732
-120,-108,2012
-112,-108,2276
-88,-108,2496
-52,-100,2544
-4,-80,2508
8,-48,2288
20,-48,2052
20,-36,1768
-24,-44,1536
-48,-40,1436
-76,-68,1428
-120,-100,1576
-120,-104,1816
-116,-120,2060
-92,-116,2316
-68,-132,2488
-44,-108,2532
8,-72,2404
16,-40,2064
4,-28,1796
-8,-32,1556
-44,-24,1408
-80,-60,1380
-116,-80,1500
-140,-108,1724
-128,-116,2016
-92,-120,2272
-76,-120,2468
-64,-100,2504
-8,-60,2456
16,-56,2276
8,-24,2004
16,-36,1720
-28,-36,1528
-60,-36,1412
-84,-48,1416
-112,-88,1580
-128,-120,1800
-128,-120,2108
-92,-120,2336
-76,-112,2508
-44,-100,2536
-12,-96,2436
28,-36,2208
20,-32,1932
-4,-32,1668
-40,-44,1448
-80,-76,1392
-100,-84,1548
-128,-104,1772
-120,-132,2048
-128,-108,2300
-80,-120,2480
-44,-104,2552
-16,-72,2476
-4,-44,2272
0,-48,2004
12,-32,1744
-4,-24,1516
-52,-68,1432
-100,-60,1444
-124,-96,1612
-136,-116,1864
-116,-120,2148
-88,-128,2384
-72,-112,2512
-56,-84,2548
0,-56,2424
12,-60,2200
12,-28,1952
-4,-24,1660
-24,-40,1468
-60,-68,1424
-104,-76,1488
-120,-100,1792
-132,-120,2072
-104,-124,2332
-76,-96,2504
-32,-104,2548
0,-80,2448
0,-44,2236
20,-40,1988
8,-32,1740
-28,-28,1500
-64,-44,1404
-108,-68,1444
-108,-80,1624
-132,-104,1872
-112,-120,2144
-84,-124,2384
-68,-112,2532
-20,-104,2544
4,-56,2392
4,-44,2184
8,-36,1908
-8,-28,1636
-32,-48,1468
-68,-68,1444
-104,-64,1488
-120,-88,1716
-128,-120,1960
-112,-104,2240
-76,-104,2504
-28,-104,2560
8,-80,2456
12,-44,2248
-4,-24,1964
8,-28,1700
-24,-40,1492
-68,-40,1412
-96,-56,1440
-136,-76,1624
-128,-108,1888
-120,-124,2136
-104,-144,2368
-48,-100,2504
-28,-88,2500
4,-56,2368
16,-52,2124
32,-36,1848
0,-40,1588
-44,-48,1420
-72,-56,1376
-100,-80,1460
-124,-80,1696
-132,-116,1968
-112,-128,2208
-84,-136,2428
-48,-96,2528
-8,-88,2420
28,-48,2180
20,-32,1944
12,-36,1672
-24,-52,1456
-56,-52,1388
-96,-80,1448
-116,-88,1616
-140,-128,1912
-124,-120,2188
-96,-128,2412
-48,-100,2520
-20,-76,2500
-8,-56,2392
4,-44,2140
4,-20,1868
-12,-20,1604
